DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE (Meses)
2011-03-01,2011,1,3,BM12_CPCA12,2011-03-01T00:00:00-03:00,31.88
2011-04-01,2011,1,4,BM12_CPCA12,2011-04-01T00:00:00-03:00,31.82
2011-05-01,2011,1,5,BM12_CPCA12,2011-05-01T00:00:00-03:00,31.94
2011-06-01,2011,1,6,BM12_CPCA12,2011-06-01T00:00:00-03:00,32.24
2011-07-01,2011,1,7,BM12_CPCA12,2011-07-01T00:00:00-03:00,32.68
2011-08-01,2011,1,8,BM12_CPCA12,2011-08-01T00:00:00-03:00,33.2
2011-09-01,2011,1,9,BM12_CPCA12,2011-09-01T00:00:00-03:00,33.46
2011-10-01,2011,1,10,BM12_CPCA12,2011-10-01T00:00:00-03:00,33.49
2011-11-01,2011,1,11,BM12_CPCA12,2011-11-01T00:00:00-02:00,33.93
2011-12-01,2011,1,12,BM12_CPCA12,2011-12-01T00:00:00-02:00,34.27
2012-01-01,2012,1,1,BM12_CPCA12,2012-01-01T00:00:00-02:00,34.34
2012-02-01,2012,1,2,BM12_CPCA12,2012-02-01T00:00:00-02:00,34.41
2012-03-01,2012,1,3,BM12_CPCA12,2012-03-01T00:00:00-03:00,34.64
2012-04-01,2012,1,4,BM12_CPCA12,2012-04-01T00:00:00-03:00,34.77
2012-05-01,2012,1,5,BM12_CPCA12,2012-05-01T00:00:00-03:00,35.16
2012-06-01,2012,1,6,BM12_CPCA12,2012-06-01T00:00:00-03:00,35.42
2012-07-01,2012,1,7,BM12_CPCA12,2012-07-01T00:00:00-03:00,35.87
2012-08-01,2012,1,8,BM12_CPCA12,2012-08-01T00:00:00-03:00,36.07
2012-09-01,2012,1,9,BM12_CPCA12,2012-09-01T00:00:00-03:00,36.06
2012-10-01,2012,1,10,BM12_CPCA12,2012-10-01T00:00:00-03:00,36.54
2012-11-01,2012,1,11,BM12_CPCA12,2012-11-01T00:00:00-02:00,36.83
2012-12-01,2012,1,12,BM12_CPCA12,2012-12-01T00:00:00-02:00,37.43
2013-01-01,2013,1,1,BM12_CPCA12,2013-01-01T00:00:00-02:00,38.38
2013-02-01,2013,1,2,BM12_CPCA12,2013-02-01T00:00:00-02:00,38.43
2013-03-01,2013,1,3,BM12_CPCA12,2013-03-01T00:00:00-03:00,38.71
2013-04-01,2013,1,4,BM12_CPCA12,2013-04-01T00:00:00-03:00,39.3
2013-05-01,2013,1,5,BM12_CPCA12,2013-05-01T00:00:00-03:00,39.88
2013-06-01,2013,1,6,BM12_CPCA12,2013-06-01T00:00:00-03:00,40.35
2013-07-01,2013,1,7,BM12_CPCA12,2013-07-01T00:00:00-03:00,41.02
2013-08-01,2013,1,8,BM12_CPCA12,2013-08-01T00:00:00-03:00,41.39
2013-09-01,2013,1,9,BM12_CPCA12,2013-09-01T00:00:00-03:00,41.21
2013-10-01,2013,1,10,BM12_CPCA12,2013-10-01T00:00:00-03:00,40.56
2013-11-01,2013,1,11,BM12_CPCA12,2013-11-01T00:00:00-02:00,40.78
2013-12-01,2013,1,12,BM12_CPCA12,2013-12-01T00:00:00-02:00,41.25
