DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE (Pessoa)
2020-01-01,2020,1,1,CAGED12_ADMISN12,2020-01-01T00:00:00-03:00,1342262.0
2020-02-01,2020,1,2,CAGED12_ADMISN12,2020-02-01T00:00:00-03:00,1443388.0
2020-03-01,2020,1,3,CAGED12_ADMISN12,2020-03-01T00:00:00-03:00,1316655.0
2020-04-01,2020,1,4,CAGED12_ADMISN12,2020-04-01T00:00:00-03:00,598596.0
2020-05-01,2020,1,5,CAGED12_ADMISN12,2020-05-01T00:00:00-03:00,703921.0
2020-06-01,2020,1,6,CAGED12_ADMISN12,2020-06-01T00:00:00-03:00,895460.0
2020-07-01,2020,1,7,CAGED12_ADMISN12,2020-07-01T00:00:00-03:00,1043650.0
2020-08-01,2020,1,8,CAGED12_ADMISN12,2020-08-01T00:00:00-03:00,1239478.0
2020-09-01,2020,1,9,CAGED12_ADMISN12,2020-09-01T00:00:00-03:00,1379509.0
2020-10-01,2020,1,10,CAGED12_ADMISN12,2020-10-01T00:00:00-03:00,1548628.0
2020-11-01,2020,1,11,CAGED12_ADMISN12,2020-11-01T00:00:00-03:00,1532189.0
2020-12-01,2020,1,12,CAGED12_ADMISN12,2020-12-01T00:00:00-03:00,1239280.0
