DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE ((% a.a.))
2011-03-01,2011,1,3,BM12_CRLTJPF12,2011-03-01T00:00:00-03:00,47.59
2011-04-01,2011,1,4,BM12_CRLTJPF12,2011-04-01T00:00:00-03:00,48.73
2011-05-01,2011,1,5,BM12_CRLTJPF12,2011-05-01T00:00:00-03:00,48.46
2011-06-01,2011,1,6,BM12_CRLTJPF12,2011-06-01T00:00:00-03:00,48.29
2011-07-01,2011,1,7,BM12_CRLTJPF12,2011-07-01T00:00:00-03:00,48.62
2011-08-01,2011,1,8,BM12_CRLTJPF12,2011-08-01T00:00:00-03:00,47.92
2011-09-01,2011,1,9,BM12_CRLTJPF12,2011-09-01T00:00:00-03:00,48.42
2011-10-01,2011,1,10,BM12_CRLTJPF12,2011-10-01T00:00:00-03:00,49.57
2011-11-01,2011,1,11,BM12_CRLTJPF12,2011-11-01T00:00:00-02:00,48.22
2011-12-01,2011,1,12,BM12_CRLTJPF12,2011-12-01T00:00:00-02:00,45.84
2012-01-01,2012,1,1,BM12_CRLTJPF12,2012-01-01T00:00:00-02:00,47.59
2012-02-01,2012,1,2,BM12_CRLTJPF12,2012-02-01T00:00:00-02:00,48.39
2012-03-01,2012,1,3,BM12_CRLTJPF12,2012-03-01T00:00:00-03:00,48.19
2012-04-01,2012,1,4,BM12_CRLTJPF12,2012-04-01T00:00:00-03:00,47.38
2012-05-01,2012,1,5,BM12_CRLTJPF12,2012-05-01T00:00:00-03:00,44.65
2012-06-01,2012,1,6,BM12_CRLTJPF12,2012-06-01T00:00:00-03:00,43.87
2012-07-01,2012,1,7,BM12_CRLTJPF12,2012-07-01T00:00:00-03:00,42.71
2012-08-01,2012,1,8,BM12_CRLTJPF12,2012-08-01T00:00:00-03:00,41.77
2012-09-01,2012,1,9,BM12_CRLTJPF12,2012-09-01T00:00:00-03:00,41.82
2012-10-01,2012,1,10,BM12_CRLTJPF12,2012-10-01T00:00:00-03:00,40.94
2012-11-01,2012,1,11,BM12_CRLTJPF12,2012-11-01T00:00:00-02:00,40.42
2012-12-01,2012,1,12,BM12_CRLTJPF12,2012-12-01T00:00:00-02:00,38.9
2013-01-01,2013,1,1,BM12_CRLTJPF12,2013-01-01T00:00:00-02:00,39.2
2013-02-01,2013,1,2,BM12_CRLTJPF12,2013-02-01T00:00:00-02:00,40.37
