DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE ((% a.a.))
1980-01-01,1980,1,1,PAN12_IPCAG12,1980-01-01T00:00:00-02:00,115.700656550318
1980-02-01,1980,1,2,PAN12_IPCAG12,1980-02-01T00:00:00-02:00,71.8791122833128
1980-03-01,1980,1,3,PAN12_IPCAG12,1980-03-01T00:00:00-03:00,102.095868890153
1980-04-01,1980,1,4,PAN12_IPCAG12,1980-04-01T00:00:00-03:00,85.5466641667551
1980-05-01,1980,1,5,PAN12_IPCAG12,1980-05-01T00:00:00-03:00,94.5512329908305
1980-06-01,1980,1,6,PAN12_IPCAG12,1980-06-01T00:00:00-03:00,85.9529059847616
1980-07-01,1980,1,7,PAN12_IPCAG12,1980-07-01T00:00:00-03:00,91.1094638597538
1980-08-01,1980,1,8,PAN12_IPCAG12,1980-08-01T00:00:00-03:00,78.4719408055755
1980-09-01,1980,1,9,PAN12_IPCAG12,1980-09-01T00:00:00-03:00,64.4103367316187
1980-10-01,1980,1,10,PAN12_IPCAG12,1980-10-01T00:00:00-03:00,196.512325698342
1980-11-01,1980,1,11,PAN12_IPCAG12,1980-11-01T00:00:00-03:00,117.105929448408
1980-12-01,1980,1,12,PAN12_IPCAG12,1980-12-01T00:00:00-02:00,115.662651927259
1981-01-01,1981,1,1,PAN12_IPCAG12,1981-01-01T00:00:00-02:00,121.149084525199
1981-02-01,1981,1,2,PAN12_IPCAG12,1981-02-01T00:00:00-02:00,110.550284526558
1981-03-01,1981,1,3,PAN12_IPCAG12,1981-03-01T00:00:00-03:00,79.0066466669911
1981-04-01,1981,1,4,PAN12_IPCAG12,1981-04-01T00:00:00-03:00,112.001393201137
1981-05-01,1981,1,5,PAN12_IPCAG12,1981-05-01T00:00:00-03:00,91.4127478717323
1981-06-01,1981,1,6,PAN12_IPCAG12,1981-06-01T00:00:00-03:00,90.5056744495448
1981-07-01,1981,1,7,PAN12_IPCAG12,1981-07-01T00:00:00-03:00,107.125087957116
1981-08-01,1981,1,8,PAN12_IPCAG12,1981-08-01T00:00:00-03:00,90.0298541458239
1981-09-01,1981,1,9,PAN12_IPCAG12,1981-09-01T00:00:00-03:00,84.92854618222
1981-10-01,1981,1,10,PAN12_IPCAG12,1981-10-01T00:00:00-03:00,81.1838849153973
1981-11-01,1981,1,11,PAN12_IPCAG12,1981-11-01T00:00:00-03:00,85.2390694053825
1981-12-01,1981,1,12,PAN12_IPCAG12,1981-12-01T00:00:00-02:00,99.527093870419
1982-01-01,1982,1,1,PAN12_IPCAG12,1982-01-01T00:00:00-02:00,124.33426124185
1982-02-01,1982,1,2,PAN12_IPCAG12,1982-02-01T00:00:00-02:00,116.212148973271
1982-03-01,1982,1,3,PAN12_IPCAG12,1982-03-01T00:00:00-03:00,94.7693297560852
1982-04-01,1982,1,4,PAN12_IPCAG12,1982-04-01T00:00:00-03:00,98.6680407286886
1982-05-01,1982,1,5,PAN12_IPCAG12,1982-05-01T00:00:00-03:00,116.744336724702
1982-06-01,1982,1,6,PAN12_IPCAG12,1982-06-01T00:00:00-03:00,127.883479601128
1982-07-01,1982,1,7,PAN12_IPCAG12,1982-07-01T00:00:00-03:00,109.526169460884
1982-08-01,1982,1,8,PAN12_IPCAG12,1982-08-01T00:00:00-03:00,100.602379819245
1982-09-01,1982,1,9,PAN12_IPCAG12,1982-09-01T00:00:00-03:00,81.2398357589219
1982-10-01,1982,1,10,PAN12_IPCAG12,1982-10-01T00:00:00-03:00,68.4701508694999
1982-11-01,1982,1,11,PAN12_IPCAG12,1982-11-01T00:00:00-03:00,85.5961671788828
1982-12-01,1982,1,12,PAN12_IPCAG12,1982-12-01T00:00:00-02:00,146.439953042318
1983-01-01,1983,1,1,PAN12_IPCAG12,1983-01-01T00:00:00-02:00,170.352173722347
1983-02-01,1983,1,2,PAN12_IPCAG12,1983-02-01T00:00:00-02:00,147.876446522846
