DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE ((% a.a.))
1974-01-01,1974,1,1,PAN12_TJOVER12,1974-01-01T00:00:00-02:00,18.9976255788459
1974-02-01,1974,1,2,PAN12_TJOVER12,1974-02-01T00:00:00-02:00,14.7071911538915
1974-03-01,1974,1,3,PAN12_TJOVER12,1974-03-01T00:00:00-03:00,14.8433488405669
1974-04-01,1974,1,4,PAN12_TJOVER12,1974-04-01T00:00:00-03:00,15.5263622539225
1974-05-01,1974,1,5,PAN12_TJOVER12,1974-05-01T00:00:00-03:00,15.9379555717734
1974-06-01,1974,1,6,PAN12_TJOVER12,1974-06-01T00:00:00-03:00,19.703247639496
1974-07-01,1974,1,7,PAN12_TJOVER12,1974-07-01T00:00:00-03:00,21.2691369789704
1974-08-01,1974,1,8,PAN12_TJOVER12,1974-08-01T00:00:00-03:00,12.682503013197
1974-09-01,1974,1,9,PAN12_TJOVER12,1974-09-01T00:00:00-03:00,17.8765571045929
1974-10-01,1974,1,10,PAN12_TJOVER12,1974-10-01T00:00:00-03:00,14.2996054499739
1974-11-01,1974,1,11,PAN12_TJOVER12,1974-11-01T00:00:00-03:00,18.9976255788459
1974-12-01,1974,1,12,PAN12_TJOVER12,1974-12-01T00:00:00-02:00,22.853782957617
1975-01-01,1975,1,1,PAN12_TJOVER12,1975-01-01T00:00:00-02:00,23.7261138843658
1975-02-01,1975,1,2,PAN12_TJOVER12,1975-02-01T00:00:00-02:00,20.9830406509082
1975-03-01,1975,1,3,PAN12_TJOVER12,1975-03-01T00:00:00-03:00,13.0848004136224
1975-04-01,1975,1,4,PAN12_TJOVER12,1975-04-01T00:00:00-03:00,15.2527113059203
1975-05-01,1975,1,5,PAN12_TJOVER12,1975-05-01T00:00:00-03:00,18.9976255788459
1975-06-01,1975,1,6,PAN12_TJOVER12,1975-06-01T00:00:00-03:00,23.2892411958175
1975-07-01,1975,1,7,PAN12_TJOVER12,1975-07-01T00:00:00-03:00,21.6994444443924
1975-08-01,1975,1,8,PAN12_TJOVER12,1975-08-01T00:00:00-03:00,20.9830406509082
1975-09-01,1975,1,9,PAN12_TJOVER12,1975-09-01T00:00:00-03:00,20.555056084022
1975-10-01,1975,1,10,PAN12_TJOVER12,1975-10-01T00:00:00-03:00,26.0801629291282
1975-11-01,1975,1,11,PAN12_TJOVER12,1975-11-01T00:00:00-03:00,32.146043272604
1975-12-01,1975,1,12,PAN12_TJOVER12,1975-12-01T00:00:00-02:00,26.6750549665927
1976-01-01,1976,1,1,PAN12_TJOVER12,1976-01-01T00:00:00-02:00,32.3010608530128
1976-02-01,1976,1,2,PAN12_TJOVER12,1976-02-01T00:00:00-02:00,35.7539067851606
1976-03-01,1976,1,3,PAN12_TJOVER12,1976-03-01T00:00:00-03:00,34.9619947339711
1976-04-01,1976,1,4,PAN12_TJOVER12,1976-04-01T00:00:00-03:00,42.9086598372564
1976-05-01,1976,1,5,PAN12_TJOVER12,1976-05-01T00:00:00-03:00,35.9127994159185
1976-06-01,1976,1,6,PAN12_TJOVER12,1976-06-01T00:00:00-03:00,36.3905007374417
1976-07-01,1976,1,7,PAN12_TJOVER12,1976-07-01T00:00:00-03:00,48.6722820897105
1976-08-01,1976,1,8,PAN12_TJOVER12,1976-08-01T00:00:00-03:00,39.2891781473855
1976-09-01,1976,1,9,PAN12_TJOVER12,1976-09-01T00:00:00-03:00,48.1552865050767
1976-10-01,1976,1,10,PAN12_TJOVER12,1976-10-01T00:00:00-03:00,45.7643597687843
1976-11-01,1976,1,11,PAN12_TJOVER12,1976-11-01T00:00:00-03:00,42.0785620029589
1976-12-01,1976,1,12,PAN12_TJOVER12,1976-12-01T00:00:00-02:00,53.2226804054052
1977-01-01,1977,1,1,PAN12_TJOVER12,1977-01-01T00:00:00-02:00,50.2332076483484
1977-02-01,1977,1,2,PAN12_TJOVER12,1977-02-01T00:00:00-02:00,47.1262359655801
1977-03-01,1977,1,3,PAN12_TJOVER12,1977-03-01T00:00:00-03:00,44.9190654976786
1977-04-01,1977,1,4,PAN12_TJOVER12,1977-04-01T00:00:00-03:00,36.7098228069571
1977-05-01,1977,1,5,PAN12_TJOVER12,1977-05-01T00:00:00-03:00,29.9932073872062
1977-06-01,1977,1,6,PAN12_TJOVER12,1977-06-01T00:00:00-03:00,44.0782668091149
1977-07-01,1977,1,7,PAN12_TJOVER12,1977-07-01T00:00:00-03:00,47.4685225188395
1977-08-01,1977,1,8,PAN12_TJOVER12,1977-08-01T00:00:00-03:00,37.1900910288056
